"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 1.0)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 1.0)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 4.45970344543457, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.7097992897033691, 4.578403949737549, 0.9977045655250549)"
"(0.0, 0.0, 0.0)","(2.3344075679779053, 4.785491466522217, 0.9977049231529236)"
