"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.648605346679688, 1.0)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.648605346679688, 1.0)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.648592948913574, 0.9976944923400879)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.648538589477539, 0.997694194316864)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.648447036743164, 0.9976937770843506)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.648319244384766, 0.9976931810379028)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.648153305053711, 0.997692346572876)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.64794921875, 0.9976913332939148)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.647704124450684, 0.9976900219917297)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.647416114807129, 0.9976884126663208)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.647083282470703, 0.9976864457130432)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.646703720092773, 0.9976840615272522)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.646273612976074, 0.9976811408996582)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.645790100097656, 0.9976776838302612)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.645248413085938, 0.9976735711097717)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 14.644645690917969, 0.9976686239242554)"
"(0.0, 0.0, 0.0)","(1.776752233505249, 14.553339004516602, 0.9974775314331055)"
"(0.0, 0.0, 0.0)","(2.397284984588623, 14.420385360717773, 0.9976804852485657)"
"(0.0, 0.0, 0.0)","(3.01302170753479, 14.288453102111816, 0.9977023005485535)"
"(0.0, 0.0, 0.0)","(3.6238906383514404, 14.157557487487793, 0.9977046251296997)"
"(0.0, 0.0, 0.0)","(4.229884147644043, 14.02769947052002, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(4.8310017585754395, 13.898880958557129, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(5.427243709564209, 13.771100997924805, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(6.01861047744751, 13.64435863494873, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(6.604602813720703, 13.518890380859375, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(7.1857194900512695, 13.394462585449219, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(7.762012004852295, 13.271072387695312, 0.9974247813224792)"
"(0.0, 0.0, 0.0)","(8.333120346069336, 13.148797035217285, 0.997674822807312)"
"(0.0, 0.0, 0.0)","(8.899453163146973, 13.02753734588623, 0.9977017045021057)"
"(0.0, 0.0, 0.0)","(9.460922241210938, 12.907312393188477, 0.9977045655250549)"
"(0.0, 0.0, 0.0)","(10.017518043518066, 12.78812313079834, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(10.56924057006836, 12.669970512390137, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(11.116089820861816, 12.552854537963867, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(11.658140182495117, 12.436758041381836, 0.9975376725196838)"
"(0.0, 0.0, 0.0)","(12.195176124572754, 12.321728706359863, 0.9976869821548462)"
"(0.0, 0.0, 0.0)","(12.727398872375488, 12.207722663879395, 0.9977030158042908)"
"(0.0, 0.0, 0.0)","(13.254755020141602, 12.094752311706543, 0.9977047443389893)"
"(0.0, 0.0, 0.0)","(13.777239799499512, 11.982816696166992, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(14.294896125793457, 11.871906280517578, 0.9976063370704651)"
"(0.0, 0.0, 0.0)","(14.807598114013672, 11.762049674987793, 0.9976943731307983)"
"(0.0, 0.0, 0.0)","(15.315463066101074, 11.653221130371094, 0.9977037906646729)"
"(0.0, 0.0, 0.0)","(15.818460464477539, 11.545428276062012, 0.997704803943634)"
"(0.0, 0.0, 0.0)","(16.316587448120117, 11.438671112060547, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(16.809839248657227, 11.33299446105957, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(17.2982177734375, 11.228358268737793, 0.9977049231529236)"
