,jspsychID,trial_num,stimulus,time_elapse,causal_rating,cause_rt,animacy_rating,anim_rt,trial_rt,time_elapse.1,subject_id,vid_num,ball A,outcome,cf
147,bwm63az1e5flkrd,4,08_p_in_in.mp4,633501.0,1,17189.799999952316,1,30193.29999995232,31887.0,633501.0,11,8,inanimate,in,in
148,bwm63az1e5flkrd,5,04_a_in_out.mp4,651552.0,1,12452.200000047684,100,14621.200000047684,16041.200000047684,651552.0,11,4,animate,in,out
149,bwm63az1e5flkrd,6,05_p_in_out.mp4,669421.0,100,9520.5,1,15521.599999904633,16854.399999976158,669421.0,11,5,inanimate,in,out
150,bwm63az1e5flkrd,7,02_p_in_out.mp4,683126.0,100,8002.200000047684,1,10142.300000071526,12194.5,683126.0,11,2,inanimate,in,out
151,bwm63az1e5flkrd,8,09_a_in_in.mp4,705507.0,100,17486.800000071526,100,19608.5,20861.89999997616,705507.0,11,9,animate,in,in
152,bwm63az1e5flkrd,9,08_a_in_in.mp4,719910.0,1,9554.300000071526,1,11304.800000071526,12637.200000047684,719910.0,11,8,animate,in,in
153,bwm63az1e5flkrd,10,19_a_out_in.mp4,743253.0,100,18201.400000095367,100,20700.80000007153,22081.900000095367,743253.0,11,19,animate,out,in
154,bwm63az1e5flkrd,11,14_a_out_out.mp4,759593.0,100,11574.800000071526,100,13576.900000095367,15075.700000047684,759593.0,11,14,animate,out,out
155,bwm63az1e5flkrd,12,12_a_in_in.mp4,777973.0,1,13304.600000023842,100,15454.199999928474,16611.899999976158,777973.0,11,12,animate,in,in
156,bwm63az1e5flkrd,13,12_p_in_in.mp4,797652.0,100,14427.899999976158,1,16584.899999976158,18413.39999997616,797652.0,11,12,inanimate,in,in
157,bwm63az1e5flkrd,14,10_a_in_in.mp4,834959.0,100,25664.89999997616,49,35350.5,36538.79999995232,834959.0,11,10,animate,in,in
158,bwm63az1e5flkrd,15,22_p_out_in.mp4,854349.0,100,10567.899999976158,1,15644.899999976158,17375.599999904633,854349.0,11,22,inanimate,out,in
159,bwm63az1e5flkrd,16,07_p_in_in.mp4,872936.0,1,11317.600000023842,1,17113.600000023842,18312.700000047684,872936.0,11,7,inanimate,in,in
160,bwm63az1e5flkrd,17,24_p_out_in.mp4,890639.0,1,13173.200000047684,1,15875.800000071526,17179.0,890639.0,11,24,inanimate,out,in
161,bwm63az1e5flkrd,18,18_p_out_out.mp4,914485.0,1,11644.399999976158,53,20268.79999995232,21824.29999995232,914485.0,11,18,inanimate,out,out
162,bwm63az1e5flkrd,19,10_p_in_in.mp4,927340.0,100,8156.299999952316,1,10091.099999904633,11337.399999976158,927340.0,11,10,inanimate,in,in
163,bwm63az1e5flkrd,20,04_p_in_out.mp4,954519.0,1,12819.099999904633,1,23852.39999997616,25166.699999928474,954519.0,11,4,inanimate,in,out
164,bwm63az1e5flkrd,21,23_a_out_in.mp4,976505.0,100,18251.0,100,19786.79999995232,21468.60000002384,976505.0,11,23,animate,out,in
165,bwm63az1e5flkrd,22,15_a_out_out.mp4,990687.0,100,10678.399999976158,100,12370.699999928474,13662.799999952316,990687.0,11,15,animate,out,out
166,bwm63az1e5flkrd,23,21_a_out_in.mp4,1017408.0,1,17430.899999976158,82,23963.0,24955.0,1017408.0,11,21,animate,out,in
167,bwm63az1e5flkrd,24,15_p_out_out.mp4,1053289.0,1,27803.89999997616,8,34043.800000071526,35608.800000071526,1053289.0,11,15,inanimate,out,out
168,bwm63az1e5flkrd,25,07_a_in_in.mp4,1071153.0,1,12729.600000023842,3,14907.300000071526,16092.700000047684,1071153.0,11,7,animate,in,in
