"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 1.0)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 1.0)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.3515183925628662, 13.091509819030762, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.7727123498916626, 13.18553638458252, 0.9977038502693176)"
"(0.0, 0.0, 0.0)","(2.3933815956115723, 13.324173927307129, 0.9977906942367554)"
"(0.0, 0.0, 0.0)","(3.0089964866638184, 13.461601257324219, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(3.6197195053100586, 13.597931861877441, 0.9975807666778564)"
"(0.0, 0.0, 0.0)","(4.225470066070557, 13.733162879943848, 0.9976915717124939)"
"(0.0, 0.0, 0.0)","(4.826396465301514, 13.867328643798828, 0.997703492641449)"
"(0.0, 0.0, 0.0)","(5.422459602355957, 14.000418663024902, 0.997704803943634)"
"(0.0, 0.0, 0.0)","(6.013656139373779, 14.132433891296387, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(6.599985599517822, 14.263372421264648, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(7.181448459625244, 14.39323616027832, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(7.758044242858887, 14.522024154663086, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(8.329739570617676, 14.649725914001465, 0.9977797865867615)"
"(0.0, 0.0, 0.0)","(8.896635055541992, 14.776339530944824, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(9.458630561828613, 14.901871681213379, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(10.01576042175293, 15.026328086853027, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(10.568024635314941, 15.149702072143555, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(11.115424156188965, 15.271981239318848, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(11.657958030700684, 15.393186569213867, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(12.195627212524414, 15.513317108154297, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(12.728431701660156, 15.632372856140137, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(13.25637149810791, 15.750353813171387, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(13.779447555541992, 15.867260932922363, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(14.297632217407227, 15.983080863952637, 0.9977654218673706)"
"(0.0, 0.0, 0.0)","(14.811004638671875, 16.097789764404297, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(15.319486618041992, 16.2114200592041, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(15.823104858398438, 16.323976516723633, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(16.32185935974121, 16.435461044311523, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(16.815752029418945, 16.54587173461914, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(17.30478286743164, 16.655208587646484, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(17.788949966430664, 16.763473510742188, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(18.26850700378418, 16.8707275390625, 0.9971351623535156)"
"(0.0, 0.0, 0.0)","(18.7427921295166, 16.976835250854492, 0.9974886178970337)"
"(0.0, 0.0, 0.0)","(19.212360382080078, 17.081899642944336, 0.997520923614502)"
"(0.0, 0.0, 0.0)","(19.67702865600586, 17.185882568359375, 0.9976381659507751)"
"(0.0, 0.0, 0.0)","(20.136859893798828, 17.28879737854004, 0.9976977705955505)"
"(0.0, 0.0, 0.0)","(20.59203338623047, 17.390684127807617, 0.99730384349823)"
"(0.0, 0.0, 0.0)","(21.042057037353516, 17.491432189941406, 0.997562825679779)"
"(0.0, 0.0, 0.0)","(21.48819923400879, 17.591323852539062, 0.9975718259811401)"
"(0.0, 0.0, 0.0)","(21.93387794494629, 17.691112518310547, 0.9976906180381775)"
"(0.0, 0.0, 0.0)","(22.37953758239746, 17.790897369384766, 0.9977033734321594)"
"(0.0, 0.0, 0.0)","(22.825178146362305, 17.89067840576172, 0.9977047443389893)"
"(0.0, 0.0, 0.0)","(23.270797729492188, 17.990453720092773, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(23.71639633178711, 18.090225219726562, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(24.161975860595703, 18.189990997314453, 0.9976352453231812)"
"(0.0, 0.0, 0.0)","(24.607534408569336, 18.289752960205078, 0.9974768757820129)"
"(0.0, 0.0, 0.0)","(25.053071975708008, 18.389511108398438, 0.9975343942642212)"
"(0.0, 0.0, 0.0)","(25.498579025268555, 18.489234924316406, 0.9977362155914307)"
"(0.0, 0.0, 0.0)","(25.944082260131836, 18.588891983032227, 0.9974679946899414)"
"(0.0, 0.0, 0.0)","(26.389556884765625, 18.68850326538086, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(26.834972381591797, 18.787996292114258, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(27.280406951904297, 18.887413024902344, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(27.725820541381836, 18.98682403564453, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(28.171215057373047, 19.086231231689453, 0.9977049231529236)"
"(-3.6200907230377197, -1.7047101259231567, 1.4623165130615234)","(28.616588592529297, 19.18563461303711, 0.9977049231529236)"
"(-7.4506072998046875, -3.897399663925171, 3.029829978942871)","(29.061376571655273, 19.285017013549805, 1.0040048360824585)"
"(-11.281124114990234, -6.090089321136475, 4.586454391479492)","(29.504817962646484, 19.384361267089844, 1.0179259777069092)"
"(-15.111640930175781, -8.2827787399292, 6.132190227508545)","(29.9482364654541, 19.483701705932617, 1.0209577083587646)"
"(-18.942157745361328, -10.475468635559082, 7.667037010192871)","(30.391633987426758, 19.58303451538086, 1.0131007432937622)"
"(-22.772674560546875, -12.668157577514648, 9.190995216369629)","(30.834840774536133, 19.682397842407227, 0.998994767665863)"
"(-26.603191375732422, -14.860847473144531, 10.704063415527344)","(31.277633666992188, 19.781536102294922, 0.9976178407669067)"
"(-30.43370819091797, -17.053537368774414, 12.206243515014648)","(31.72000503540039, 19.880596160888672, 1.0026427507400513)"
"(-34.264225006103516, -19.246227264404297, 13.697535514831543)","(32.16141891479492, 19.979476928710938, 1.012176275253296)"
"(-38.09474182128906, -21.438915252685547, 15.177937507629395)","(32.60280990600586, 20.078353881835938, 1.010820746421814)"
"(-41.92525863647461, -23.63160514831543, 16.647451400756836)","(33.043907165527344, 20.177244186401367, 1.0023447275161743)"
"(-45.755775451660156, -25.824295043945312, 18.106075286865234)","(33.48384475708008, 20.27621841430664, 0.9984269142150879)"
"(-49.5862922668457, -28.016984939575195, 19.55381202697754)","(33.92306900024414, 20.375337600708008, 0.9994806051254272)"
"(-53.41680908203125, -30.209674835205078, 20.990657806396484)","(34.36144256591797, 20.473947525024414, 1.0060431957244873)"
"(-57.2473258972168, -32.40236282348633, 22.416616439819336)","(34.7997932434082, 20.572555541992188, 1.0017168521881104)"
"(-61.077842712402344, -34.595054626464844, 23.831684112548828)","(35.237728118896484, 20.670745849609375, 1.000571370124817)"
"(-64.90835571289062, -36.787742614746094, 25.235864639282227)","(35.675289154052734, 20.768457412719727, 1.0006489753723145)"
"(-68.73887634277344, -38.98043441772461, 26.6291561126709)","(36.11175537109375, 20.865581512451172, 1.0107605457305908)"
