"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 1.0)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 1.0)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.1429446935653687, 6.750483512878418, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(1.2710596323013306, 6.853552341461182, 0.997704803943634)"
"(0.0, 0.0, 0.0)","(1.6959410905838013, 7.195377349853516, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(2.1174871921539307, 7.534530162811279, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(2.535698413848877, 7.8710103034973145, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(2.9494640827178955, 8.203012466430664, 0.9999570846557617)"
"(0.0, 0.0, 0.0)","(3.3608548641204834, 8.533108711242676, 0.9990436434745789)"
"(0.0, 0.0, 0.0)","(3.7690365314483643, 8.860640525817871, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(4.1734724044799805, 9.1851806640625, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(4.572684288024902, 9.504552841186523, 1.002582311630249)"
"(0.0, 0.0, 0.0)","(4.971247673034668, 9.823295593261719, 0.9984880089759827)"
"(0.0, 0.0, 0.0)","(5.365457057952881, 10.138575553894043, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(5.756084442138672, 10.451006889343262, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(6.142215728759766, 10.759288787841797, 1.0005288124084473)"
"(0.0, 0.0, 0.0)","(6.52659797668457, 11.065863609313965, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(6.906767845153809, 11.369065284729004, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(7.283589839935303, 11.669615745544434, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(7.656371116638184, 11.9667387008667, 0.9995720982551575)"
"(0.0, 0.0, 0.0)","(8.025555610656738, 12.260293006896973, 1.00125253200531)"
"(0.0, 0.0, 0.0)","(8.392923355102539, 12.55219554901123, 0.9978886246681213)"
"(0.0, 0.0, 0.0)","(8.75595760345459, 12.840592384338379, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(9.115580558776855, 13.126304626464844, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(9.470136642456055, 13.407476425170898, 1.002450704574585)"
"(0.0, 0.0, 0.0)","(9.822866439819336, 13.686843872070312, 1.0016489028930664)"
"(0.0, 0.0, 0.0)","(10.172199249267578, 13.963521957397461, 1.000949501991272)"
"(0.0, 0.0, 0.0)","(10.518409729003906, 14.237751007080078, 0.9994655251502991)"
"(0.0, 0.0, 0.0)","(10.861340522766113, 14.509419441223145, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(11.199688911437988, 14.777063369750977, 0.9988794922828674)"
"(0.0, 0.0, 0.0)","(11.535310745239258, 15.042476654052734, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(11.866721153259277, 15.304208755493164, 0.9991856217384338)"
"(0.0, 0.0, 0.0)","(12.195659637451172, 15.563898086547852, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(12.520763397216797, 15.82062816619873, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(12.84179973602295, 16.07389259338379, 0.9990286827087402)"
"(0.0, 0.0, 0.0)","(13.160146713256836, 16.324932098388672, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(13.474383354187012, 16.572755813598633, 0.9984607100486755)"
"(0.0, 0.0, 0.0)","(13.785391807556152, 16.817821502685547, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(14.092761039733887, 17.060136795043945, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(14.397503852844238, 17.300397872924805, 0.9991833567619324)"
"(0.0, 0.0, 0.0)","(14.701994895935059, 17.54017448425293, 1.000042200088501)"
"(0.0, 0.0, 0.0)","(15.00653076171875, 17.779935836791992, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(15.311060905456543, 18.019603729248047, 0.9990860819816589)"
"(0.0, 0.0, 0.0)","(15.61555004119873, 18.259052276611328, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(15.92008113861084, 18.498445510864258, 0.9976491928100586)"
"(0.0, 0.0, 0.0)","(16.22454833984375, 18.7376766204834, 0.9982641339302063)"
"(0.0, 0.0, 0.0)","(16.52904510498047, 18.976757049560547, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(16.8334903717041, 19.21569061279297, 0.9996676445007324)"
"(0.0, 0.0, 0.0)","(17.137828826904297, 19.454317092895508, 0.9991320967674255)"
"(0.0, 0.0, 0.0)","(17.44223976135254, 19.692893981933594, 1.0000216960906982)"
"(0.0, 0.0, 0.0)","(17.746644973754883, 19.93143081665039, 0.9981550574302673)"
"(0.0, 0.0, 0.0)","(18.050935745239258, 20.169748306274414, 0.9977049231529236)"
"(0.0, 0.0, 0.0)","(18.355323791503906, 20.40796661376953, 0.9977049231529236)"
